user_id,subscribing_channel,date_subscribed,date_canceled,is_retained
a1058,House Ads,1/3/18,,True
a1059,House Ads,1/3/18,,True
a1060,House Ads,1/3/18,,True
a1061,House Ads,1/3/18,,True
a1062,House Ads,1/3/18,,True
a1063,House Ads,1/3/18,,True
a1064,House Ads,1/3/18,,True
a1065,House Ads,1/3/18,,True
a1066,House Ads,1/3/18,,True
a1067,House Ads,1/4/18,,True
a1068,House Ads,1/4/18,,True
a1069,House Ads,1/4/18,,True
a1070,House Ads,1/4/18,,True
a1071,House Ads,1/4/18,,True
a1072,House Ads,1/4/18,,True
a1073,House Ads,1/4/18,,True
a1074,House Ads,1/4/18,1/11/18,False
a1075,House Ads,1/4/18,2/9/18,False
a1076,House Ads,1/4/18,3/25/18,False
a1077,House Ads,1/4/18,1/6/18,False
a1078,House Ads,1/4/18,3/12/18,False
a1079,House Ads,1/4/18,3/10/18,False
a1080,House Ads,1/4/18,2/14/18,False
a1081,House Ads,1/4/18,1/23/18,False
a1082,House Ads,1/5/18,2/11/18,False
a1083,House Ads,1/5/18,,True
a1084,House Ads,1/5/18,,True
a1085,House Ads,1/5/18,,True
a1086,House Ads,1/5/18,,True
a1087,House Ads,1/5/18,,True
a1088,House Ads,1/5/18,,True
a1089,House Ads,1/5/18,4/13/18,False
a1090,House Ads,1/5/18,4/13/18,False
a1091,House Ads,1/5/18,4/12/18,False
a1092,House Ads,1/5/18,4/12/18,False
a1093,House Ads,1/5/18,4/3/18,False
a1094,House Ads,1/5/18,4/3/18,False
a1095,House Ads,1/5/18,2/17/18,False
a1096,House Ads,1/5/18,2/17/18,False
a1097,House Ads,1/5/18,4/14/18,False
a1098,House Ads,1/5/18,4/14/18,False
a1099,House Ads,1/5/18,1/11/18,False
a1100,House Ads,1/5/18,1/11/18,False
a1101,House Ads,1/5/18,2/3/18,False
a1102,House Ads,1/5/18,2/3/18,False
a1103,House Ads,1/5/18,1/8/18,False
a1104,House Ads,1/5/18,1/8/18,False
a1105,House Ads,1/5/18,1/27/18,False
a1106,House Ads,1/5/18,1/27/18,False
a1107,House Ads,1/5/18,,True
a1108,House Ads,1/5/18,,True
a1109,House Ads,1/5/18,,True
a1110,House Ads,1/5/18,,True
a1111,House Ads,1/5/18,,True
a1112,House Ads,1/5/18,,True
a1113,House Ads,1/5/18,,True
a1114,House Ads,1/5/18,,True
a1115,House Ads,1/6/18,,True
a1116,House Ads,1/6/18,,True
a1117,House Ads,1/6/18,,True
a1118,House Ads,1/6/18,,True
a1119,House Ads,1/6/18,,True
a1120,House Ads,1/6/18,,True
a1121,House Ads,1/6/18,,True
a1122,House Ads,1/6/18,,True
a1123,House Ads,1/6/18,,True
a1124,House Ads,1/6/18,,True
a1125,House Ads,1/6/18,,True
a1126,House Ads,1/6/18,,True
a1127,House Ads,1/6/18,,True
a1128,House Ads,1/6/18,,True
a1129,House Ads,1/6/18,,True
a1130,House Ads,1/6/18,,True
a1131,House Ads,1/6/18,3/10/18,False
a1132,House Ads,1/7/18,3/11/18,False
a1133,House Ads,1/7/18,3/25/18,False
a1134,House Ads,1/7/18,2/21/18,False
a1135,House Ads,1/7/18,2/25/18,False
a1136,House Ads,1/7/18,3/5/18,False
a1137,House Ads,1/7/18,4/16/18,False
a1138,House Ads,1/7/18,2/6/18,False
a1139,House Ads,1/7/18,2/5/18,False
a1140,House Ads,1/7/18,,True
a1141,House Ads,1/7/18,,True
a1142,House Ads,1/7/18,,True
a1143,House Ads,1/7/18,,True
a1144,House Ads,1/7/18,,True
a1145,House Ads,1/7/18,,True
a1146,House Ads,1/7/18,,True
a1147,House Ads,1/7/18,,True
a1148,House Ads,1/7/18,,True
a1149,House Ads,1/7/18,,True
a1150,House Ads,1/7/18,1/14/18,False
a1151,House Ads,1/8/18,3/13/18,False
a1152,House Ads,1/8/18,2/22/18,False
a1153,House Ads,1/8/18,1/11/18,False
a1154,House Ads,1/8/18,3/19/18,False
a1155,House Ads,1/8/18,2/10/18,False
a1156,House Ads,1/8/18,3/30/18,False
a1157,House Ads,1/8/18,1/15/18,False
a1158,House Ads,1/8/18,2/21/18,False
a1159,House Ads,1/8/18,,True
a1160,House Ads,1/8/18,,True
a1161,House Ads,1/8/18,,True
a1162,House Ads,1/8/18,,True
a1163,House Ads,1/8/18,,True
a1164,House Ads,1/8/18,,True
a1165,House Ads,1/8/18,,True
a1166,House Ads,1/8/18,,True
a1167,House Ads,1/9/18,,True
a1168,House Ads,1/9/18,,True
a1169,House Ads,1/9/18,,True
a1170,House Ads,1/9/18,,True
a1171,House Ads,1/9/18,,True
a1172,House Ads,1/9/18,,True
a1173,House Ads,1/9/18,,True
a1174,House Ads,1/9/18,,True
a1175,House Ads,1/9/18,,True
a1176,House Ads,1/9/18,,True
a1177,House Ads,1/9/18,,True
a1178,House Ads,1/9/18,,True
a1179,House Ads,1/9/18,,True
a1180,House Ads,1/9/18,,True
a1181,House Ads,1/9/18,,True
a1182,House Ads,1/9/18,,True
a1183,House Ads,1/9/18,,True
a1184,House Ads,1/9/18,1/14/18,False
a1185,House Ads,1/9/18,2/4/18,False
a1186,House Ads,1/9/18,2/4/18,False
a1187,House Ads,1/10/18,2/9/18,False
a1188,House Ads,1/10/18,1/21/18,False
a1189,House Ads,1/10/18,3/7/18,False
a1190,House Ads,1/10/18,4/10/18,False
a1191,House Ads,1/10/18,4/16/18,False
a1192,House Ads,1/10/18,3/26/18,False
a1193,House Ads,1/10/18,,True
a1194,House Ads,1/10/18,,True
a1195,House Ads,1/10/18,,True
a1196,House Ads,1/10/18,,True
a1197,House Ads,1/10/18,,True
a1198,House Ads,1/10/18,,True
a1199,House Ads,1/10/18,,True
a1200,House Ads,1/10/18,,True
a1201,House Ads,1/10/18,,True
a1202,House Ads,1/10/18,,True
a1203,House Ads,1/10/18,,True
a1204,House Ads,1/10/18,,True
a1205,House Ads,1/10/18,,True
a1206,House Ads,1/10/18,,True
a1207,House Ads,1/10/18,4/19/18,False
a1208,House Ads,1/11/18,3/4/18,False
a1209,House Ads,1/12/18,1/26/18,False
a1210,House Ads,1/13/18,4/5/18,False
a1211,House Ads,1/14/18,1/26/18,False
a1212,House Ads,1/15/18,3/15/18,False
a1213,House Ads,1/16/18,4/22/18,False
a1214,House Ads,1/17/18,2/11/18,False
a1215,House Ads,1/18/18,1/23/18,False
a1216,House Ads,1/19/18,,True
a1217,House Ads,1/20/18,,True
a1218,House Ads,1/21/18,,True
a1219,House Ads,1/21/18,,True
a1220,House Ads,1/22/18,,True
a1221,House Ads,1/22/18,,True
a1222,House Ads,1/23/18,,True
a1223,House Ads,1/23/18,,True
a1224,House Ads,1/24/18,,True
a1225,House Ads,1/24/18,,True
a1226,House Ads,1/25/18,,True
a1227,House Ads,1/25/18,,True
a1228,House Ads,1/26/18,,True
a1229,House Ads,1/26/18,,True
a1230,House Ads,1/27/18,,True
a1231,House Ads,1/27/18,,True
a1232,House Ads,1/28/18,,True
a1233,House Ads,1/28/18,,True
a1234,House Ads,1/29/18,,True
a1235,House Ads,1/29/18,,True
a1236,House Ads,1/30/18,2/9/18,False
a1237,House Ads,1/30/18,2/9/18,False
a1238,House Ads,1/31/18,4/29/18,False
a1239,House Ads,1/31/18,4/29/18,False
a1240,House Ads,1/11/18,3/10/18,False
a1241,House Ads,1/11/18,3/10/18,False
a1242,House Ads,1/12/18,3/8/18,False
a1243,House Ads,1/12/18,3/8/18,False
a1244,House Ads,1/13/18,4/17/18,False
a1245,House Ads,1/13/18,4/17/18,False
a1246,House Ads,1/14/18,3/1/18,False
a1247,House Ads,1/14/18,3/1/18,False
a1248,House Ads,1/15/18,3/9/18,False
a1249,House Ads,1/15/18,3/9/18,False
a1250,House Ads,1/16/18,3/7/18,False
a1251,House Ads,1/16/18,3/7/18,False
a1252,House Ads,1/17/18,2/8/18,False
a1253,House Ads,1/17/18,2/8/18,False
a1254,House Ads,1/18/18,,True
a1255,House Ads,1/18/18,,True
a1256,House Ads,1/19/18,,True
a1257,House Ads,1/19/18,,True
a1258,House Ads,1/20/18,,True
a1259,House Ads,1/20/18,,True
a1260,House Ads,1/21/18,3/4/18,False
a1261,House Ads,1/21/18,3/4/18,False
a1262,House Ads,1/22/18,2/22/18,False
a1263,House Ads,1/22/18,2/22/18,False
a1264,House Ads,1/23/18,4/22/18,False
a1265,House Ads,1/23/18,4/22/18,False
a1266,House Ads,1/24/18,1/25/18,False
a1267,House Ads,1/24/18,1/25/18,False
a1268,House Ads,1/25/18,3/27/18,False
a1269,House Ads,1/25/18,3/27/18,False
a1270,House Ads,1/26/18,3/25/18,False
a1271,House Ads,1/27/18,2/17/18,False
a1272,House Ads,1/28/18,3/1/18,False
a1273,House Ads,1/29/18,2/20/18,False
a1274,House Ads,1/30/18,,True
a1275,House Ads,1/31/18,,True
a1276,House Ads,1/11/18,2/24/18,False
a1277,House Ads,1/12/18,2/21/18,False
a1278,House Ads,1/13/18,2/12/18,False
a1279,House Ads,1/14/18,2/18/18,False
a1280,House Ads,1/15/18,3/17/18,False
a1281,House Ads,1/16/18,3/29/18,False
a1282,House Ads,1/17/18,2/16/18,False
a1283,House Ads,1/18/18,2/10/18,False
a1284,House Ads,1/19/18,4/6/18,False
a1285,House Ads,1/20/18,,True
a1286,House Ads,1/21/18,,True
a1287,House Ads,1/22/18,,True
a1288,House Ads,1/23/18,,True
a1289,House Ads,1/24/18,,True
a1290,House Ads,1/25/18,,True
a1291,House Ads,1/26/18,,True
a1292,House Ads,1/27/18,,True
a1293,House Ads,1/28/18,,True
a1294,House Ads,1/29/18,4/9/18,False
a1295,House Ads,1/30/18,3/23/18,False
a1296,House Ads,1/31/18,5/9/18,False
a1297,House Ads,1/11/18,3/20/18,False
a1298,House Ads,1/12/18,2/5/18,False
a1299,House Ads,1/13/18,3/19/18,False
a1300,House Ads,1/14/18,1/28/18,False
a1301,House Ads,1/15/18,3/22/18,False
a1302,House Ads,1/16/18,2/1/18,False
a1303,House Ads,1/17/18,2/3/18,False
a1304,House Ads,1/18/18,3/31/18,False
a1305,House Ads,1/19/18,4/19/18,False
a1306,House Ads,1/20/18,1/31/18,False
a1307,House Ads,1/21/18,4/3/18,False
a1308,House Ads,1/22/18,2/16/18,False
a1309,House Ads,1/23/18,3/28/18,False
a1310,House Ads,1/24/18,2/20/18,False
a1311,House Ads,1/25/18,,True
a1312,House Ads,1/26/18,,True
a1313,House Ads,1/27/18,,True
a1314,House Ads,1/28/18,2/5/18,False
a1315,House Ads,1/29/18,3/9/18,False
a1316,House Ads,1/30/18,4/8/18,False
a1317,House Ads,1/31/18,4/19/18,False
a1318,House Ads,1/11/18,2/25/18,False
a1319,House Ads,1/13/18,1/24/18,False
a1320,House Ads,1/14/18,1/22/18,False
a1321,House Ads,1/15/18,4/8/18,False
a1322,House Ads,1/16/18,3/13/18,False
a1323,House Ads,1/17/18,,True
a1324,House Ads,1/18/18,,True
a1325,House Ads,1/19/18,,True
a1326,House Ads,1/20/18,,True
a1327,House Ads,1/22/18,,True
a1328,House Ads,1/23/18,,True
a1329,House Ads,1/24/18,,True
a1330,House Ads,1/25/18,,True
a1331,House Ads,1/26/18,,True
a1332,House Ads,1/27/18,,True
a1333,House Ads,1/28/18,,True
a1334,House Ads,1/29/18,,True
a1335,House Ads,1/30/18,,True
a1336,House Ads,1/31/18,,True
a1337,House Ads,1/11/18,,True
a1338,House Ads,1/13/18,,True
a1339,House Ads,1/14/18,,True
a1340,House Ads,1/15/18,,True
a1341,House Ads,1/16/18,,True
a1342,House Ads,1/17/18,,True
a1343,House Ads,1/18/18,,True
a1344,House Ads,1/20/18,,True
a1345,House Ads,1/21/18,,True
a1346,House Ads,1/22/18,,True
a1347,House Ads,1/24/18,,True
a1348,House Ads,1/25/18,,True
a1349,House Ads,1/26/18,,True
a1350,House Ads,1/27/18,,True
a1351,House Ads,1/28/18,,True
a1352,House Ads,1/30/18,,True
a1353,House Ads,1/31/18,,True
a1354,Email,1/1/18,,True
a1355,Push,1/2/18,,True
a1356,Facebook,1/3/18,,True
a1357,Instagram,1/4/18,,True
a1358,Email,1/5/18,,True
a1359,Push,1/6/18,,True
a1360,Facebook,1/7/18,,True
a1361,Instagram,1/8/18,,True
a1362,Email,1/9/18,,True
a1363,Push,1/10/18,,True
a1364,Facebook,1/11/18,3/26/18,False
a1365,Instagram,1/12/18,2/25/18,False
a1366,Email,1/13/18,1/23/18,False
a1367,Push,1/14/18,2/28/18,False
a1368,Facebook,1/15/18,3/25/18,False
a1369,Instagram,1/16/18,3/12/18,False
a1370,Email,1/17/18,2/12/18,False
a1371,Push,1/18/18,4/27/18,False
a1372,Facebook,1/19/18,1/29/18,False
a1373,Instagram,1/20/18,,True
a1374,Email,1/21/18,,True
a1375,Push,1/22/18,,True
a1376,Facebook,1/23/18,,True
a1377,Instagram,1/24/18,,True
a1378,Email,1/25/18,,True
a1379,Push,1/26/18,,True
a1380,Facebook,1/27/18,,True
a1381,Instagram,1/28/18,,True
a1382,Email,1/29/18,,True
a1383,Push,1/30/18,5/2/18,False
a1384,Facebook,1/31/18,3/5/18,False
a1385,Instagram,1/1/18,1/9/18,False
a1386,Email,1/2/18,3/26/18,False
a1387,Push,1/3/18,1/6/18,False
a1388,Facebook,1/4/18,1/25/18,False
a1389,Instagram,1/5/18,4/7/18,False
a1390,Email,1/6/18,2/15/18,False
a1391,Push,1/7/18,1/10/18,False
a1392,Facebook,1/8/18,,True
a1393,Instagram,1/9/18,,True
a1394,Facebook,1/10/18,,True
a1395,Facebook,1/11/18,,True
a1396,Facebook,1/12/18,,True
a1397,Facebook,1/13/18,,True
a1398,Facebook,1/14/18,,True
a1399,Facebook,1/15/18,2/26/18,False
a1400,Facebook,1/16/18,1/23/18,False
a1401,Facebook,1/17/18,1/21/18,False
a1402,Facebook,1/18/18,1/19/18,False
a1403,Facebook,1/19/18,2/23/18,False
a1404,Facebook,1/20/18,4/21/18,False
a1405,Facebook,1/21/18,3/31/18,False
a1406,Facebook,1/22/18,4/2/18,False
a1407,Facebook,1/23/18,2/16/18,False
a1408,Facebook,1/24/18,,True
a1409,Facebook,1/25/18,,True
a1410,Facebook,1/26/18,,True
a1411,Facebook,1/27/18,,True
a1412,Facebook,1/28/18,,True
a1413,Facebook,1/29/18,,True
a1414,Facebook,1/30/18,,True
a1415,Facebook,1/31/18,,True
a1416,Facebook,1/1/18,,True
a1417,Facebook,1/2/18,,True
a1418,Facebook,1/3/18,,True
a1419,Facebook,1/4/18,,True
a1420,Facebook,1/5/18,,True
a1421,Facebook,1/6/18,,True
a1422,Facebook,1/7/18,,True
a1423,Facebook,1/8/18,,True
a1424,Facebook,1/9/18,4/3/18,False
a1425,Facebook,1/10/18,1/25/18,False
a1426,Facebook,1/11/18,2/3/18,False
a1427,Facebook,1/12/18,1/28/18,False
a1428,Facebook,1/13/18,3/28/18,False
a1429,Facebook,1/14/18,3/25/18,False
a1430,Facebook,1/15/18,2/13/18,False
a1431,Facebook,1/16/18,4/16/18,False
a1432,Facebook,1/17/18,2/18/18,False
a1433,Facebook,1/18/18,,True
a1434,Facebook,1/19/18,,True
a1435,Facebook,1/20/18,,True
a1436,Facebook,1/21/18,,True
a1437,Facebook,1/22/18,,True
a1438,Facebook,1/23/18,,True
a1439,Facebook,1/24/18,,True
a1440,Facebook,1/25/18,,True
a1441,Facebook,1/26/18,,True
a1442,Facebook,1/27/18,,True
a1443,Facebook,1/28/18,,True
a1444,Facebook,1/29/18,,True
a1445,Facebook,1/30/18,,True
a1446,Facebook,1/30/18,,True
a1447,Facebook,1/31/18,,True
a1448,Facebook,1/31/18,,True
a1449,Facebook,1/21/18,,True
a1450,Facebook,1/21/18,,True
a1451,Facebook,1/22/18,,True
a1452,Facebook,1/22/18,,True
a1453,Facebook,1/23/18,,True
a1454,Facebook,1/23/18,,True
a1455,Facebook,1/24/18,,True
a1456,Facebook,1/24/18,,True
a1457,Facebook,1/25/18,,True
a1458,Facebook,1/25/18,,True
a1459,Facebook,1/26/18,,True
a1460,Facebook,1/26/18,,True
a1461,Facebook,1/27/18,,True
a1462,Facebook,1/27/18,,True
a1463,Facebook,1/28/18,,True
a1464,Facebook,1/28/18,,True
a1465,Facebook,1/29/18,,True
a1466,Facebook,1/29/18,,True
a1467,Email,1/30/18,,True
a1468,Email,1/30/18,,True
a1469,Email,1/15/18,,True
a1470,Email,1/15/18,,True
a1471,Email,1/15/18,,True
a1472,Email,1/15/18,,True
a1473,Email,1/15/18,,True
a1474,Email,1/15/18,,True
a1475,Email,1/15/18,,True
a1476,Email,1/15/18,,True
a1477,Email,1/15/18,,True
a1478,Email,1/15/18,,True
a1479,Email,1/15/18,2/9/18,False
a1480,Email,1/15/18,3/15/18,False
a1481,Email,1/15/18,4/8/18,False
a1482,Email,1/15/18,4/17/18,False
a1483,Email,1/15/18,1/30/18,False
a1484,Email,1/15/18,3/19/18,False
a1485,Email,1/15/18,2/28/18,False
a1486,Email,1/15/18,2/7/18,False
a1487,Email,1/15/18,4/5/18,False
a1488,Email,1/15/18,,True
a1489,Email,1/15/18,,True
a1490,Email,1/15/18,,True
a1491,Email,1/15/18,,True
a1492,Email,1/15/18,,True
a1493,Email,1/15/18,,True
a1494,Email,1/15/18,,True
a1495,Email,1/15/18,,True
a1496,Email,1/15/18,,True
a1497,Email,1/15/18,,True
a1498,Email,1/15/18,,True
a1499,Email,1/15/18,,True
a1500,Email,1/15/18,,True
a1501,Email,1/15/18,,True
a1502,Email,1/15/18,,True
a1503,Email,1/15/18,,True
a1504,Email,1/15/18,,True
a1505,Email,1/15/18,,True
a1506,Email,1/15/18,,True
a1507,Email,1/15/18,,True
a1508,Email,1/15/18,,True
a1509,Email,1/15/18,,True
a1510,Email,1/15/18,,True
a1511,Email,1/15/18,,True
a1512,Email,1/15/18,,True
a1513,Email,1/16/18,,True
a1514,Email,1/16/18,,True
a1515,Email,1/16/18,,True
a1516,Email,1/16/18,,True
a1517,Email,1/16/18,,True
a1518,Email,1/16/18,,True
a1519,Email,1/16/18,,True
a1520,Email,1/16/18,,True
a1521,Email,1/16/18,,True
a1522,Email,1/16/18,,True
a1523,Email,1/16/18,,True
a1524,Email,1/16/18,,True
a1525,Email,1/16/18,,True
a1526,Email,1/16/18,,True
a1527,Email,1/16/18,,True
a1528,Email,1/16/18,,True
a1529,Email,1/16/18,,True
a1530,Email,1/16/18,,True
a1531,Email,1/16/18,,True
a1532,Email,1/16/18,,True
a1533,Email,1/16/18,,True
a1534,Email,1/17/18,,True
a1535,Email,1/17/18,,True
a1536,Email,1/17/18,2/25/18,False
a1537,Email,1/17/18,4/5/18,False
a1538,Email,1/17/18,2/12/18,False
a1539,Email,1/17/18,4/4/18,False
a1540,Email,1/17/18,3/5/18,False
a1541,Email,1/17/18,2/14/18,False
a1542,Email,1/17/18,4/26/18,False
a1543,Email,1/17/18,1/27/18,False
a1544,Email,1/17/18,1/24/18,False
a1545,Email,1/17/18,,True
a1546,Email,1/17/18,,True
a1547,Email,1/17/18,,True
a1548,Email,1/17/18,,True
a1549,Facebook,1/16/18,,True
a1550,Facebook,1/16/18,,True
a1551,Instagram,1/16/18,,True
a1552,Instagram,1/16/18,,True
a1553,Email,1/16/18,,True
a1554,Email,1/16/18,,True
a1555,Push,1/16/18,,True
a1556,Push,1/16/18,,True
a1557,Facebook,1/16/18,,True
a1558,Facebook,1/16/18,,True
a1559,Instagram,1/17/18,,True
a1560,Instagram,1/17/18,,True
a1561,Email,1/17/18,,True
a1562,Email,1/17/18,,True
a1563,Push,1/17/18,,True
a1564,Push,1/17/18,,True
a1565,Facebook,1/17/18,,True
a1566,Facebook,1/17/18,,True
a1567,Instagram,1/17/18,,True
a1568,Instagram,1/17/18,,True
a1569,Email,1/17/18,,True
a1570,Email,1/17/18,,True
a1571,Push,1/16/18,,True
a1572,Push,1/16/18,,True
a1573,Facebook,1/16/18,,True
a1574,Facebook,1/16/18,,True
a1575,Instagram,1/16/18,2/24/18,False
a1576,Instagram,1/16/18,2/24/18,False
a1577,Email,1/16/18,2/3/18,False
a1578,Email,1/16/18,2/3/18,False
a1579,Push,1/16/18,2/5/18,False
a1580,Push,1/16/18,2/5/18,False
a1581,Facebook,1/17/18,1/30/18,False
a1582,Facebook,1/17/18,1/30/18,False
a1583,Instagram,1/17/18,3/5/18,False
a1584,Instagram,1/17/18,3/5/18,False
a1585,Email,1/16/18,3/27/18,False
a1586,Email,1/16/18,3/27/18,False
a1587,Push,1/16/18,2/22/18,False
a1588,Push,1/16/18,2/22/18,False
a1589,Facebook,1/16/18,1/16/18,False
a1590,Facebook,1/16/18,1/16/18,False
a1591,Instagram,1/16/18,4/13/18,False
a1592,Instagram,1/16/18,4/13/18,False
a1593,Email,1/16/18,,True
a1594,Push,1/17/18,,True
a1595,Facebook,1/17/18,,True
a1596,Instagram,1/17/18,,True
a1597,Email,1/17/18,,True
a1598,Push,1/17/18,,True
a1599,Facebook,1/17/18,,True
a1600,Instagram,1/16/18,1/22/18,False
a1601,Email,1/16/18,3/1/18,False
a1602,Push,1/16/18,3/23/18,False
a1603,Facebook,1/16/18,3/7/18,False
a1604,Instagram,1/16/18,4/8/18,False
a1605,Email,1/17/18,1/23/18,False
a1606,Push,1/17/18,1/21/18,False
a1607,Facebook,1/16/18,3/4/18,False
a1608,Facebook,1/16/18,3/4/18,False
a1609,Instagram,1/16/18,3/13/18,False
a1610,Instagram,1/16/18,3/13/18,False
a1611,Email,1/16/18,,True
a1612,Email,1/16/18,,True
a1613,Push,1/16/18,,True
a1614,Push,1/16/18,,True
a1615,Facebook,1/16/18,,True
a1616,Facebook,1/16/18,,True
a1617,Instagram,1/17/18,,True
a1618,Instagram,1/17/18,,True
a1619,Email,1/17/18,,True
a1620,Email,1/17/18,,True
a1621,Push,1/17/18,,True
a1622,Push,1/17/18,,True
a1623,Facebook,1/17/18,,True
a1624,Facebook,1/17/18,,True
a1625,Instagram,1/17/18,,True
a1626,Instagram,1/17/18,,True
a1627,Email,1/17/18,,True
a1628,Email,1/17/18,,True
a1629,Push,1/16/18,,True
a1630,Push,1/16/18,,True
a1631,Facebook,1/16/18,,True
a1632,Facebook,1/16/18,,True
a1633,Instagram,1/16/18,,True
a1634,Instagram,1/16/18,,True
a1635,Email,1/16/18,,True
a1636,Email,1/16/18,,True
a1637,Push,1/16/18,,True
a1638,Push,1/16/18,,True
a1639,Facebook,1/17/18,,True
a1640,Facebook,1/17/18,,True
a1641,Instagram,1/17/18,,True
a1642,Instagram,1/17/18,,True
a1643,Email,1/16/18,,True
a1644,Email,1/16/18,,True
a1645,Push,1/16/18,,True
a1646,Push,1/16/18,,True
a1647,Facebook,1/16/18,,True
a1648,Facebook,1/16/18,,True
a1649,Instagram,1/16/18,,True
a1650,Instagram,1/16/18,,True
a1651,Email,1/16/18,,True
a1652,Email,1/16/18,,True
a1653,Push,1/17/18,,True
a1654,Push,1/17/18,,True
a1655,Instagram,1/17/18,,True
a1656,Instagram,1/17/18,,True
a1657,Email,1/17/18,,True
a1658,Email,1/17/18,,True
a1659,Push,1/17/18,,True
a1660,Push,1/17/18,,True
a1661,Facebook,1/17/18,,True
a1662,Facebook,1/17/18,,True
a1663,Instagram,1/18/18,,True
a1664,Instagram,1/18/18,,True
a1665,Email,1/19/18,,True
a1666,Email,1/19/18,,True
a1667,Push,1/20/18,,True
a1668,Push,1/20/18,,True
a1669,Facebook,1/21/18,2/13/18,False
a1670,Facebook,1/21/18,2/13/18,False
a1671,Instagram,1/22/18,3/13/18,False
a1672,Instagram,1/22/18,3/13/18,False
a1673,Instagram,1/23/18,2/13/18,False
a1674,Instagram,1/23/18,2/13/18,False
a1675,Instagram,1/24/18,4/1/18,False
a1676,Instagram,1/24/18,4/1/18,False
a1677,Instagram,1/25/18,2/17/18,False
a1678,Instagram,1/25/18,2/17/18,False
a1679,Instagram,1/26/18,4/27/18,False
a1680,Instagram,1/26/18,4/27/18,False
a1681,Instagram,1/27/18,3/3/18,False
a1682,Instagram,1/27/18,3/3/18,False
a1683,Email,1/28/18,5/4/18,False
a1684,Email,1/28/18,5/4/18,False
a1685,Push,1/29/18,4/14/18,False
a1686,Push,1/29/18,4/14/18,False
a1687,Facebook,1/30/18,,True
a1688,Facebook,1/30/18,,True
a1689,Instagram,1/17/18,,True
a1690,Instagram,1/17/18,,True
a1691,Email,1/18/18,,True
a1692,Email,1/18/18,,True
a1693,Push,1/19/18,,True
a1694,Push,1/19/18,,True
a1695,Facebook,1/20/18,,True
a1696,Facebook,1/20/18,,True
a1697,Instagram,1/21/18,,True
a1698,Instagram,1/21/18,,True
a1699,Instagram,1/22/18,,True
a1700,Instagram,1/22/18,,True
a1701,Instagram,1/23/18,,True
a1702,Instagram,1/23/18,,True
a1703,Instagram,1/24/18,,True
a1704,Instagram,1/24/18,,True
a1705,Instagram,1/25/18,,True
a1706,Instagram,1/25/18,,True
a1707,Email,1/26/18,,True
a1708,Email,1/26/18,,True
a1709,Push,1/27/18,,True
a1710,Push,1/27/18,,True
a1711,Facebook,1/28/18,,True
a1712,Facebook,1/28/18,,True
a1713,Instagram,1/29/18,,True
a1714,Instagram,1/29/18,,True
a1715,Email,1/30/18,,True
a1716,Email,1/30/18,,True
a1717,Push,1/17/18,,True
a1718,Push,1/17/18,,True
a1719,Facebook,1/18/18,4/14/18,False
a1720,Facebook,1/18/18,4/14/18,False
a1721,Instagram,1/19/18,1/25/18,False
